EmployeeID,Age,Gender,Education,Role,Department,YearsAtCompany,YearsInRole,MonthlyIncome,PercentSalaryHike,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,OverTime,DistanceFromHome,ManagerStyle,RemoteWorkOption,StockOptions,TotalWorkingYears,BusinessTravel,Attrition
1356,49,Male,Bachelor's,Mid SE,DevOps,18,4,156910,23,3,1,3,2,3,2,6,Yes,6,Neutral,On-site,0,9,Travel_Rarely,No
1357,26,Male,PhD,Junior SE,Backend,0,3,58429,17,4,2,1,3,3,6,8,No,31,Neutral,Hybrid,1,33,Non-Travel,No
1358,51,Female,Bachelor's,Mid SE,Mobile,15,7,102748,11,2,1,3,1,3,5,5,No,24,Supportive,Full Remote,2,4,Non-Travel,No
1359,26,Male,Master's,Mid SE,Frontend,16,6,93807,29,2,4,2,3,3,0,4,No,40,Demanding,Hybrid,1,4,Travel_Frequently,No
1360,33,Female,Bachelor's,Mid SE,DevOps,17,5,52140,14,3,4,2,4,4,4,1,No,17,Neutral,Hybrid,3,16,Non-Travel,No
1361,37,Female,Master's,Tech Lead,ML/AI,10,4,108226,14,2,2,1,4,3,4,1,Yes,5,Supportive,Full Remote,1,26,Travel_Frequently,Yes
1362,47,Female,Master's,Senior SE,Backend,17,4,190973,6,2,3,4,1,3,6,7,No,2,Toxic,On-site,3,6,Travel_Rarely,No
1363,47,Male,PhD,Mid SE,Backend,6,9,133815,18,4,4,1,3,3,2,0,No,12,Supportive,On-site,3,22,Non-Travel,No
1364,42,Female,Bachelor's,Mid SE,QA,17,1,73525,17,3,3,1,3,4,5,7,No,5,Demanding,Full Remote,3,7,Travel_Frequently,No
1365,57,Male,Master's,Tech Lead,DevOps,7,3,65491,26,3,2,2,2,3,5,6,No,42,Neutral,Full Remote,0,30,Non-Travel,No
1366,54,Male,Bachelor's,Principal SE,ML/AI,5,7,244888,10,2,3,3,1,3,6,6,No,41,Neutral,Full Remote,2,10,Travel_Rarely,No
1367,51,Female,Bachelor's,Tech Lead,Backend,6,7,211052,13,3,2,3,4,3,4,4,Yes,20,Supportive,On-site,3,15,Travel_Frequently,No
1368,44,Male,Bachelor's,Senior SE,Frontend,9,0,53078,17,3,1,4,4,4,4,2,Yes,8,Supportive,Hybrid,3,6,Travel_Frequently,No
1369,31,Male,Master's,Junior SE,Backend,10,1,136654,13,3,2,4,1,3,4,6,No,1,Supportive,On-site,1,24,Non-Travel,No
1370,26,Male,Bachelor's,Mid SE,ML/AI,12,4,174101,17,3,1,4,4,3,4,6,No,6,Demanding,Hybrid,2,2,Non-Travel,No
1371,57,Male,Master's,Junior SE,Mobile,8,8,224776,9,2,2,4,1,4,1,6,No,11,Demanding,On-site,0,15,Travel_Rarely,No
1372,55,Male,Bachelor's,Principal SE,Mobile,6,9,61997,18,1,4,1,4,4,1,1,No,3,Demanding,Hybrid,0,21,Non-Travel,No
1373,52,Male,Master's,Senior SE,QA,8,6,176940,9,2,4,1,4,3,6,2,Yes,31,Demanding,Hybrid,1,18,Travel_Rarely,No
1374,31,Female,Bachelor's,Senior SE,DevOps,12,9,202470,13,4,3,3,1,4,5,2,No,28,Toxic,On-site,0,5,Non-Travel,No
1375,40,Female,Master's,Mid SE,ML/AI,2,4,142356,12,1,2,1,1,3,3,3,No,47,Neutral,On-site,1,25,Travel_Rarely,No
1376,53,Male,PhD,Tech Lead,QA,2,0,158711,11,1,2,3,4,3,0,8,No,43,Demanding,Hybrid,2,10,Non-Travel,No
1377,22,Male,Master's,Mid SE,Backend,0,5,66246,12,1,2,3,4,3,2,0,No,5,Supportive,Hybrid,1,23,Travel_Frequently,No
1378,26,Male,Master's,Junior SE,Backend,19,7,196633,26,2,3,3,2,3,3,6,No,26,Demanding,Hybrid,1,24,Travel_Rarely,No
1379,25,Male,Bachelor's,Mid SE,Mobile,1,6,192326,7,4,4,3,3,3,1,6,No,16,Demanding,Hybrid,3,10,Non-Travel,No
1380,37,Female,Master's,Senior SE,QA,2,1,79512,27,2,2,2,1,3,1,3,No,31,Supportive,Hybrid,0,6,Travel_Frequently,No
1381,45,Male,Bachelor's,Mid SE,Mobile,14,4,102865,28,4,3,3,1,4,1,0,No,28,Neutral,Hybrid,2,13,Non-Travel,No
1382,37,Male,Bachelor's,Tech Lead,Frontend,5,3,199652,19,2,2,1,3,4,3,2,Yes,7,Toxic,On-site,2,21,Non-Travel,No
1383,23,Female,Master's,Junior SE,Mobile,12,8,247031,12,2,1,1,2,3,1,4,No,38,Supportive,Hybrid,3,32,Non-Travel,No
1384,49,Female,PhD,Senior SE,Frontend,0,9,148393,5,2,2,1,4,3,3,1,Yes,9,Neutral,Full Remote,1,15,Travel_Frequently,Yes
1385,53,Female,Bachelor's,Mid SE,Backend,19,0,117144,11,1,1,1,4,3,1,6,No,39,Supportive,Hybrid,2,2,Travel_Rarely,No
1386,48,Male,Master's,Mid SE,QA,18,5,218557,23,2,3,2,2,3,4,6,Yes,35,Neutral,Full Remote,2,15,Non-Travel,No
1387,41,Male,Master's,Tech Lead,Frontend,0,2,226693,6,4,3,4,2,3,4,4,No,43,Supportive,Hybrid,1,17,Travel_Frequently,No
1388,45,Male,Bachelor's,Tech Lead,QA,1,8,162363,18,4,4,4,3,3,0,5,No,27,Supportive,Hybrid,1,20,Non-Travel,No
1389,33,Male,Bachelor's,Senior SE,QA,14,4,95665,22,4,2,3,3,3,1,0,Yes,12,Supportive,Hybrid,2,6,Travel_Frequently,No
1390,56,Female,Bachelor's,Principal SE,Frontend,13,5,246484,19,1,3,3,4,3,6,3,Yes,25,Demanding,On-site,1,15,Non-Travel,No
1391,54,Female,Bachelor's,Senior SE,DevOps,18,8,226675,18,2,4,1,2,4,0,3,No,43,Neutral,On-site,0,17,Travel_Frequently,No
1392,54,Female,Bachelor's,Junior SE,Mobile,10,8,197110,28,2,2,1,2,4,3,7,No,29,Neutral,Full Remote,2,26,Travel_Rarely,No
1393,33,Female,Bachelor's,Senior SE,Frontend,14,7,138542,29,3,3,4,4,3,0,1,Yes,31,Neutral,Hybrid,1,22,Travel_Frequently,Yes
1394,24,Male,Bachelor's,Mid SE,Backend,5,8,146311,23,1,1,4,4,3,1,0,Yes,34,Supportive,On-site,2,9,Travel_Frequently,Yes
1395,22,Female,Master's,Junior SE,QA,19,3,59325,23,4,3,1,4,3,3,6,No,33,Toxic,Full Remote,2,12,Travel_Frequently,No
1396,54,Male,Master's,Junior SE,ML/AI,8,5,211964,26,4,1,3,4,3,6,5,No,27,Demanding,On-site,3,22,Travel_Rarely,Yes
1397,31,Male,Bootcamp,Senior SE,Frontend,4,4,177825,21,2,4,2,4,3,3,4,Yes,2,Neutral,On-site,0,23,Travel_Frequently,No
1398,50,Male,Bachelor's,Senior SE,Mobile,19,4,194068,26,4,4,2,3,3,4,7,No,14,Neutral,Hybrid,0,14,Travel_Rarely,No
1399,34,Male,Master's,Junior SE,QA,1,3,113811,23,2,2,4,4,3,3,1,No,13,Neutral,Hybrid,3,24,Non-Travel,No
1400,33,Male,PhD,Senior SE,DevOps,5,1,221283,20,2,2,4,2,3,3,1,Yes,24,Supportive,On-site,3,8,Travel_Frequently,No
1401,52,Non-binary,Master's,Principal SE,Backend,17,5,161737,24,3,2,4,1,3,0,8,No,5,Supportive,On-site,2,26,Travel_Rarely,Yes
1402,23,Male,Bachelor's,Junior SE,DevOps,18,8,238892,29,1,4,2,3,3,6,0,Yes,34,Neutral,On-site,0,32,Non-Travel,Yes
1403,56,Male,Master's,Junior SE,ML/AI,8,0,45824,23,2,1,2,2,3,5,5,Yes,23,Toxic,Hybrid,3,28,Travel_Rarely,Yes
1404,44,Male,Bachelor's,Tech Lead,Frontend,5,6,189952,5,2,2,1,1,4,3,2,Yes,19,Supportive,On-site,1,32,Travel_Rarely,Yes
1405,38,Female,Bachelor's,Mid SE,QA,13,5,162718,23,2,2,3,3,4,2,4,No,30,Neutral,Hybrid,2,22,Travel_Rarely,No
1406,47,Female,Master's,Senior SE,Frontend,12,2,111617,11,3,4,4,4,3,5,7,No,49,Supportive,Hybrid,0,9,Travel_Rarely,No
1407,29,Female,Master's,Junior SE,Mobile,10,0,56517,27,2,1,1,3,3,4,6,No,43,Supportive,Hybrid,2,3,Non-Travel,No
1408,50,Male,Bachelor's,Mid SE,Frontend,11,3,197755,15,1,3,2,4,4,6,3,Yes,16,Neutral,On-site,2,25,Travel_Rarely,No
1409,47,Female,Bootcamp,Senior SE,Backend,18,8,192948,9,1,2,1,4,3,6,7,Yes,40,Supportive,On-site,1,12,Travel_Frequently,No
1410,31,Male,Master's,Senior SE,ML/AI,18,1,148068,21,4,3,2,4,4,4,1,No,34,Toxic,On-site,1,29,Non-Travel,No
1411,47,Female,Master's,Tech Lead,DevOps,18,2,232426,15,1,3,3,1,3,3,6,Yes,49,Neutral,Hybrid,3,3,Travel_Rarely,Yes
1412,55,Female,Bootcamp,Principal SE,ML/AI,12,1,249874,28,4,2,2,3,4,0,4,No,11,Supportive,Hybrid,1,23,Non-Travel,No
1413,28,Male,Bachelor's,Tech Lead,QA,13,1,160016,12,1,4,1,4,4,5,5,No,14,Neutral,On-site,0,23,Non-Travel,No
1414,25,Male,Bootcamp,Senior SE,Frontend,17,9,54982,14,4,2,3,2,3,4,2,No,48,Demanding,Hybrid,3,18,Travel_Rarely,No
1415,32,Male,Master's,Junior SE,QA,11,7,202670,16,2,1,2,3,3,4,6,Yes,47,Supportive,On-site,0,11,Non-Travel,Yes
1416,50,Male,Bachelor's,Senior SE,DevOps,3,2,190711,14,3,1,4,2,3,2,6,No,15,Neutral,Hybrid,0,26,Travel_Rarely,No
1417,57,Male,Master's,Junior SE,QA,9,6,115210,17,3,2,2,1,3,3,1,Yes,35,Demanding,On-site,3,8,Travel_Rarely,No
1418,46,Female,Master's,Tech Lead,Mobile,16,7,114852,22,3,3,3,1,3,5,0,No,7,Supportive,On-site,1,28,Non-Travel,No
1419,42,Male,Master's,Mid SE,ML/AI,3,2,158618,14,2,1,1,3,3,4,1,No,29,Toxic,Hybrid,2,18,Travel_Rarely,No
1420,57,Male,Bootcamp,Senior SE,DevOps,11,1,54695,23,3,1,3,1,3,6,7,No,44,Supportive,Full Remote,1,13,Travel_Frequently,No
1421,31,Male,Master's,Mid SE,DevOps,12,7,93582,24,1,2,1,1,3,4,2,No,22,Supportive,Hybrid,0,12,Non-Travel,No
1422,30,Male,Master's,Tech Lead,DevOps,3,2,76094,21,4,2,2,3,4,4,3,No,23,Neutral,On-site,0,22,Travel_Rarely,No
1423,45,Female,PhD,Principal SE,Backend,9,6,236707,24,2,4,2,2,3,4,7,Yes,24,Supportive,Hybrid,3,2,Travel_Frequently,No
1424,56,Male,Master's,Mid SE,ML/AI,2,0,67187,20,3,2,3,4,3,0,2,Yes,35,Demanding,On-site,0,28,Travel_Frequently,Yes
1425,56,Female,Bachelor's,Tech Lead,QA,14,5,163013,9,1,2,4,3,3,1,5,No,10,Neutral,Hybrid,3,13,Travel_Rarely,Yes
1426,57,Female,PhD,Mid SE,DevOps,1,8,173721,7,1,1,2,3,3,2,1,No,8,Supportive,On-site,3,33,Non-Travel,No
1427,39,Female,Bachelor's,Senior SE,ML/AI,16,2,151683,19,2,1,4,4,3,6,2,No,48,Toxic,Hybrid,1,3,Non-Travel,Yes
1428,53,Female,Master's,Tech Lead,DevOps,5,6,46214,6,2,1,4,2,4,0,0,No,48,Demanding,Full Remote,0,34,Non-Travel,No
1429,45,Male,PhD,Mid SE,Mobile,7,5,68940,17,3,3,3,4,3,2,8,Yes,12,Neutral,On-site,1,23,Travel_Rarely,Yes
1430,44,Non-binary,Master's,Staff SE,Mobile,2,7,89406,26,4,1,2,4,3,4,3,No,29,Neutral,Hybrid,2,32,Non-Travel,No
1431,53,Male,Master's,Junior SE,Mobile,17,2,219553,12,3,1,4,2,3,2,5,No,29,Supportive,Hybrid,1,20,Travel_Frequently,No
1432,33,Male,Master's,Junior SE,Frontend,0,2,192049,27,3,2,2,2,3,3,6,Yes,23,Demanding,Hybrid,0,28,Travel_Rarely,No
1433,34,Female,Master's,Principal SE,DevOps,15,3,220911,21,2,4,1,4,4,3,1,No,26,Demanding,Full Remote,2,8,Non-Travel,No
1434,44,Non-binary,PhD,Junior SE,Frontend,6,2,233946,8,3,1,4,4,3,1,7,No,37,Supportive,Hybrid,0,3,Non-Travel,No
1435,46,Female,Bachelor's,Staff SE,ML/AI,2,8,103414,23,3,4,3,3,3,1,8,No,32,Neutral,Full Remote,2,30,Travel_Rarely,No
1436,56,Male,Bachelor's,Staff SE,Frontend,3,3,146440,26,4,1,3,2,3,2,1,No,38,Neutral,On-site,0,25,Non-Travel,No
1437,51,Male,Bachelor's,Junior SE,ML/AI,8,5,201610,29,1,1,4,1,4,0,4,No,6,Supportive,Hybrid,1,30,Travel_Rarely,No
1438,38,Female,Master's,Senior SE,ML/AI,4,7,148569,13,1,4,2,2,3,0,1,No,8,Demanding,Hybrid,0,29,Travel_Frequently,No
1439,41,Male,Master's,Junior SE,ML/AI,18,7,232313,27,4,2,1,4,4,4,4,No,17,Supportive,Hybrid,3,30,Travel_Frequently,No
1440,46,Female,Master's,Mid SE,QA,14,4,249573,19,1,1,1,4,3,0,6,No,12,Supportive,On-site,3,34,Travel_Rarely,No
1441,43,Female,Bachelor's,Junior SE,Frontend,7,4,105481,13,3,4,3,4,3,1,5,Yes,22,Supportive,Full Remote,1,25,Travel_Frequently,No
1442,34,Male,Master's,Junior SE,QA,5,5,72740,28,4,1,3,4,3,0,3,Yes,14,Neutral,On-site,1,17,Travel_Rarely,No
1443,40,Male,Bachelor's,Mid SE,DevOps,17,9,108328,25,4,3,2,1,3,4,1,Yes,34,Supportive,Hybrid,2,24,Travel_Rarely,No
1444,57,Male,Bachelor's,Mid SE,Frontend,18,6,248177,13,2,3,3,2,3,3,6,No,19,Demanding,Full Remote,1,28,Travel_Rarely,No
1445,33,Male,Master's,Staff SE,DevOps,14,9,226715,18,1,3,2,1,3,0,8,No,6,Demanding,Hybrid,3,33,Non-Travel,No
1446,40,Female,Bachelor's,Tech Lead,DevOps,6,6,56881,27,2,3,4,1,3,0,0,Yes,18,Supportive,Hybrid,1,7,Non-Travel,No
1447,33,Male,Bachelor's,Senior SE,ML/AI,9,3,81996,25,3,2,1,4,4,1,2,Yes,36,Demanding,On-site,3,23,Travel_Rarely,No
1448,30,Female,Bachelor's,Senior SE,Frontend,5,5,208249,20,4,3,4,1,3,2,6,No,37,Demanding,Hybrid,1,26,Travel_Frequently,No
1449,28,Male,Bachelor's,Tech Lead,DevOps,13,6,167196,28,3,4,3,4,3,3,8,No,38,Supportive,Hybrid,3,14,Travel_Rarely,No
1450,49,Non-binary,Master's,Mid SE,Mobile,16,4,82177,27,1,1,1,4,3,2,4,No,15,Supportive,Full Remote,2,28,Travel_Rarely,No
1451,35,Male,Bachelor's,Senior SE,DevOps,8,4,111126,29,2,4,1,4,3,4,6,No,38,Supportive,Hybrid,0,24,Travel_Rarely,No
1452,52,Male,Master's,Staff SE,Mobile,18,1,101531,21,1,3,4,1,3,4,6,No,40,Supportive,On-site,0,7,Travel_Rarely,No
1453,40,Male,PhD,Mid SE,Frontend,4,6,71119,17,3,2,2,4,3,2,3,No,9,Demanding,Hybrid,3,15,Travel_Rarely,No
1454,37,Female,Master's,Senior SE,QA,6,5,162744,13,2,3,1,1,3,1,4,No,6,Neutral,Full Remote,1,3,Travel_Frequently,No
1455,26,Female,Bootcamp,Tech Lead,Frontend,18,0,161894,19,1,3,2,2,3,5,1,Yes,2,Toxic,Full Remote,1,2,Travel_Rarely,No
1456,56,Female,Master's,Principal SE,QA,19,3,203987,11,3,2,4,4,3,1,7,No,16,Demanding,Hybrid,0,7,Non-Travel,No
1457,33,Male,Master's,Senior SE,QA,6,2,178780,5,1,2,4,3,4,5,0,Yes,1,Supportive,On-site,3,16,Travel_Rarely,No
1458,46,Male,Bootcamp,Mid SE,Frontend,1,2,214821,5,4,2,2,3,3,5,1,Yes,30,Demanding,On-site,1,21,Non-Travel,Yes
1459,42,Male,Bachelor's,Mid SE,DevOps,15,6,89989,9,2,2,4,3,3,1,2,No,48,Supportive,Full Remote,0,9,Travel_Rarely,No
1460,57,Male,Bootcamp,Junior SE,Backend,12,9,67106,28,2,2,1,3,4,5,6,No,33,Supportive,Hybrid,3,12,Travel_Rarely,No
1461,44,Male,Bachelor's,Tech Lead,DevOps,7,3,62131,13,2,2,4,3,3,5,5,No,1,Neutral,Hybrid,2,29,Travel_Rarely,No
1462,37,Non-binary,Bachelor's,Junior SE,DevOps,5,7,91553,16,4,1,4,1,3,5,6,No,39,Supportive,On-site,1,24,Non-Travel,No
1463,35,Non-binary,Bachelor's,Tech Lead,ML/AI,5,8,234216,10,2,3,1,2,3,3,4,No,16,Supportive,Hybrid,1,33,Non-Travel,No
1464,52,Non-binary,Master's,Junior SE,ML/AI,8,2,51553,17,4,3,2,1,4,4,3,Yes,17,Demanding,Hybrid,3,14,Non-Travel,No
1465,26,Female,Master's,Junior SE,DevOps,3,4,62881,12,2,2,4,4,4,5,6,Yes,48,Demanding,Hybrid,0,18,Travel_Rarely,Yes
1466,56,Male,Master's,Mid SE,Mobile,10,3,46379,19,1,4,2,2,4,4,2,No,48,Supportive,Hybrid,3,5,Non-Travel,No
1467,44,Male,Bachelor's,Senior SE,QA,4,9,135791,10,1,2,1,2,3,6,6,No,38,Supportive,Hybrid,0,15,Travel_Rarely,No
1468,50,Male,Bachelor's,Junior SE,ML/AI,16,5,150664,10,1,1,2,2,3,4,1,No,18,Neutral,Full Remote,3,7,Travel_Frequently,No
1469,32,Female,Bachelor's,Mid SE,DevOps,19,9,114306,8,1,4,2,2,3,6,7,No,22,Demanding,Hybrid,2,25,Non-Travel,No
1470,39,Male,Bachelor's,Mid SE,Backend,6,3,195798,15,4,1,3,3,3,3,5,Yes,22,Supportive,Hybrid,1,14,Travel_Frequently,No
1471,33,Male,Bootcamp,Junior SE,Mobile,14,7,185160,25,3,4,3,4,4,4,2,Yes,35,Toxic,Hybrid,0,24,Travel_Frequently,No
1472,30,Male,Bachelor's,Junior SE,Frontend,14,2,210386,22,3,4,4,2,3,2,2,No,31,Demanding,Hybrid,2,15,Travel_Frequently,No
1473,31,Male,PhD,Tech Lead,DevOps,13,4,231113,7,1,2,3,2,3,0,4,No,40,Neutral,Hybrid,3,11,Travel_Frequently,No
1474,38,Female,PhD,Mid SE,DevOps,12,0,149512,7,3,1,3,3,4,3,2,No,27,Toxic,On-site,0,24,Travel_Rarely,No
1475,28,Female,Bachelor's,Junior SE,QA,10,5,61350,16,3,4,3,1,4,0,5,No,36,Toxic,Full Remote,0,11,Travel_Rarely,No
1476,34,Male,Master's,Tech Lead,Mobile,12,4,144599,25,2,1,2,1,3,2,1,No,4,Supportive,On-site,2,17,Travel_Rarely,No
1477,30,Non-binary,Bachelor's,Staff SE,ML/AI,8,7,126397,25,4,2,2,1,3,1,7,Yes,49,Supportive,Full Remote,3,6,Non-Travel,No
1478,48,Female,Bachelor's,Senior SE,ML/AI,9,8,124509,10,1,2,3,4,3,1,8,No,5,Demanding,Full Remote,2,21,Non-Travel,Yes
1479,23,Male,Bachelor's,Mid SE,ML/AI,3,7,62769,25,3,2,1,1,3,5,6,No,25,Toxic,On-site,3,8,Non-Travel,Yes
1480,26,Male,Master's,Principal SE,Frontend,16,7,223321,10,3,2,3,2,3,1,2,No,31,Demanding,On-site,2,15,Non-Travel,No
1481,50,Male,Bachelor's,Staff SE,Mobile,13,2,146584,12,1,3,1,3,3,3,3,No,14,Neutral,Full Remote,2,32,Travel_Rarely,No
1482,40,Male,Master's,Tech Lead,Mobile,17,3,91365,19,2,4,2,3,4,1,1,No,30,Demanding,On-site,2,10,Travel_Frequently,No
1483,29,Non-binary,Master's,Mid SE,ML/AI,10,3,95185,22,1,3,1,1,3,3,8,No,47,Supportive,Hybrid,2,28,Travel_Frequently,No
1484,22,Male,Bachelor's,Senior SE,ML/AI,15,4,178858,24,2,2,2,3,3,3,4,Yes,12,Toxic,Hybrid,3,15,Non-Travel,No
1485,43,Female,Master's,Senior SE,QA,0,8,171525,20,3,4,1,2,3,0,1,Yes,27,Neutral,Full Remote,1,12,Non-Travel,No
1486,38,Male,Master's,Junior SE,Backend,6,8,177692,10,4,4,2,1,3,1,5,No,45,Toxic,Hybrid,2,18,Travel_Rarely,No
1487,28,Male,Bachelor's,Mid SE,Backend,9,9,81303,25,2,1,2,2,3,4,6,No,24,Neutral,Hybrid,3,24,Non-Travel,No
1488,46,Male,Bachelor's,Tech Lead,DevOps,8,0,64589,21,2,2,3,4,4,6,1,Yes,30,Toxic,Hybrid,1,29,Travel_Frequently,No
1489,25,Male,Master's,Senior SE,DevOps,2,7,47882,13,1,3,4,2,4,1,0,Yes,18,Supportive,Hybrid,0,10,Travel_Rarely,No
1490,57,Male,Bachelor's,Mid SE,Mobile,13,0,238320,23,3,1,4,2,3,1,6,No,14,Demanding,Hybrid,0,14,Travel_Rarely,No
1491,27,Female,Master's,Senior SE,Mobile,14,1,225394,22,4,4,2,2,4,1,0,No,19,Toxic,On-site,2,16,Non-Travel,No
1492,52,Male,Bachelor's,Junior SE,Frontend,1,6,174236,29,1,3,3,2,3,5,2,Yes,22,Neutral,Full Remote,0,11,Non-Travel,No
1493,40,Female,Bachelor's,Mid SE,Frontend,13,7,200596,27,1,2,4,4,3,4,3,No,26,Demanding,Full Remote,2,26,Non-Travel,No
1494,48,Male,Bachelor's,Tech Lead,Backend,15,0,54745,9,4,3,4,1,3,4,1,No,7,Supportive,On-site,2,19,Travel_Rarely,No
1495,31,Male,Bachelor's,Junior SE,DevOps,6,2,60861,10,3,3,3,2,4,3,6,No,28,Neutral,Full Remote,1,18,Travel_Frequently,No
1496,47,Male,Master's,Junior SE,Backend,3,6,136707,16,4,3,3,1,3,4,4,Yes,38,Demanding,Hybrid,0,30,Non-Travel,No
1497,40,Female,Bachelor's,Staff SE,Backend,17,8,99261,15,1,1,4,3,3,3,0,No,5,Supportive,Hybrid,2,32,Non-Travel,No
1498,24,Male,Master's,Junior SE,DevOps,4,7,178909,20,1,4,4,2,4,6,7,No,36,Demanding,Hybrid,0,23,Travel_Rarely,No
1499,34,Male,PhD,Mid SE,Frontend,5,7,119135,24,2,3,1,2,3,0,6,Yes,18,Demanding,On-site,1,12,Non-Travel,Yes
1500,49,Male,Master's,Staff SE,QA,6,8,99380,21,4,4,1,3,3,3,3,No,14,Supportive,Hybrid,0,13,Travel_Frequently,No
1501,41,Male,Master's,Senior SE,QA,14,9,131089,24,4,1,2,1,3,1,1,Yes,48,Supportive,Hybrid,1,21,Non-Travel,No
1502,49,Male,Bachelor's,Senior SE,QA,0,2,150025,13,4,2,4,4,3,2,6,No,23,Neutral,Full Remote,1,21,Travel_Frequently,No
1503,29,Male,Bachelor's,Tech Lead,DevOps,3,7,225903,5,1,2,3,2,3,2,1,No,14,Supportive,Full Remote,1,29,Travel_Frequently,Yes
1504,22,Female,Master's,Junior SE,ML/AI,0,0,214327,7,3,3,3,3,3,5,5,Yes,32,Toxic,Hybrid,2,29,Travel_Frequently,No
1505,24,Female,Bachelor's,Senior SE,ML/AI,10,7,205592,25,1,1,4,3,4,1,0,Yes,5,Demanding,Hybrid,3,27,Non-Travel,No
1506,34,Male,Master's,Mid SE,ML/AI,17,6,205613,27,2,2,2,2,3,3,6,No,22,Neutral,On-site,2,29,Non-Travel,No
1507,49,Male,Bachelor's,Tech Lead,Mobile,13,7,241844,13,1,1,3,1,3,1,6,Yes,28,Supportive,On-site,0,15,Travel_Frequently,No
1508,46,Non-binary,Master's,Mid SE,Frontend,10,0,203422,26,1,1,4,1,3,5,3,No,43,Demanding,Full Remote,2,12,Travel_Frequently,No
1509,54,Female,PhD,Senior SE,Frontend,9,5,89397,23,1,3,4,2,4,4,3,No,12,Neutral,Full Remote,2,19,Travel_Rarely,No
1510,27,Male,PhD,Mid SE,Mobile,16,6,122085,17,2,3,2,3,4,3,4,No,18,Supportive,On-site,3,12,Travel_Rarely,No
1511,53,Female,Master's,Mid SE,Backend,3,4,108865,27,4,1,4,2,3,6,1,No,36,Neutral,Full Remote,0,23,Non-Travel,No
1512,42,Male,Master's,Tech Lead,QA,14,4,100956,18,3,1,3,4,3,1,8,No,31,Demanding,On-site,1,5,Travel_Frequently,No
1513,37,Male,Master's,Senior SE,ML/AI,15,6,203525,24,3,3,1,4,4,4,3,Yes,13,Supportive,On-site,1,26,Non-Travel,No
1514,42,Female,Master's,Senior SE,QA,12,2,238417,23,2,1,2,1,4,5,8,Yes,20,Neutral,On-site,0,10,Non-Travel,Yes
1515,32,Male,Bachelor's,Mid SE,ML/AI,8,5,145727,27,4,3,4,4,3,4,2,Yes,45,Toxic,Hybrid,2,22,Non-Travel,No
1516,57,Non-binary,Bachelor's,Senior SE,QA,10,6,188978,11,4,4,2,3,3,3,8,No,36,Supportive,Full Remote,3,23,Travel_Rarely,No
1517,56,Female,Master's,Senior SE,Backend,10,0,59988,8,2,1,4,4,3,5,0,No,7,Demanding,Hybrid,3,11,Non-Travel,No
1518,40,Male,Bootcamp,Tech Lead,QA,5,1,203795,16,1,3,1,2,3,5,6,No,23,Neutral,On-site,0,28,Travel_Rarely,No
1519,41,Male,Bachelor's,Senior SE,QA,0,3,78800,27,4,1,2,3,4,5,3,No,34,Supportive,Full Remote,0,31,Non-Travel,Yes
1520,39,Male,Master's,Principal SE,DevOps,5,7,215179,18,3,3,4,1,3,0,6,No,32,Supportive,On-site,2,8,Non-Travel,No
1521,35,Male,Master's,Tech Lead,QA,12,9,203502,6,2,1,1,1,3,5,5,Yes,21,Supportive,Full Remote,3,28,Travel_Rarely,No
1522,36,Female,Master's,Senior SE,DevOps,4,5,208607,5,3,2,3,4,3,0,3,Yes,6,Supportive,Hybrid,0,16,Non-Travel,No
1523,52,Male,Master's,Senior SE,Frontend,14,0,244548,22,1,2,4,1,3,4,3,No,16,Supportive,On-site,2,31,Non-Travel,Yes
1524,22,Male,Bachelor's,Principal SE,Mobile,17,9,132329,24,2,1,1,2,3,6,7,No,35,Supportive,Full Remote,2,16,Travel_Rarely,No
1525,24,Female,Master's,Senior SE,QA,19,4,97284,12,3,2,1,3,3,0,6,No,47,Supportive,Full Remote,0,5,Travel_Rarely,No
1526,37,Male,Master's,Tech Lead,Frontend,13,6,101232,7,3,1,2,2,3,4,3,No,20,Demanding,Full Remote,3,25,Non-Travel,No
1527,44,Female,Master's,Senior SE,DevOps,14,5,89420,10,1,1,4,2,3,0,5,No,42,Demanding,Full Remote,1,13,Travel_Frequently,No
1528,32,Male,Bachelor's,Senior SE,QA,4,8,82710,26,2,4,3,2,3,4,5,Yes,41,Demanding,Full Remote,2,29,Travel_Frequently,Yes
1529,33,Non-binary,Master's,Junior SE,QA,3,7,248569,17,4,4,4,2,4,4,0,No,11,Neutral,Full Remote,1,27,Travel_Rarely,No
1530,31,Male,Master's,Mid SE,Backend,1,3,137035,13,4,2,1,3,4,6,1,No,32,Toxic,Hybrid,2,17,Non-Travel,No
1531,53,Male,Bachelor's,Staff SE,Frontend,6,4,216570,13,3,4,3,3,3,5,3,Yes,14,Supportive,On-site,3,29,Non-Travel,No
1532,37,Male,Master's,Senior SE,ML/AI,9,6,76283,24,1,4,1,2,4,6,5,No,24,Supportive,On-site,1,34,Travel_Frequently,No
1533,29,Male,Master's,Senior SE,ML/AI,15,7,242241,13,3,1,2,2,3,6,5,No,44,Supportive,Hybrid,0,30,Travel_Rarely,No
1534,33,Female,Master's,Principal SE,Backend,9,4,248430,19,1,3,4,1,3,5,0,No,39,Demanding,Full Remote,2,31,Non-Travel,No
